1		aata		20		-33		20
2		daal		30		-43		7
3		sugar		40		50		10
4		soyaoil		40		-35		10
5		soap		10		97		0
6		Face		70		34		5
0				3.04985e-314		1878003872		16777216
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
48				-4.02215e-134		1878006336		0
0				3.04985e-314		1878003872		16777216
